school,teamname,year_of_pub,acceptance_rate,top10pct,alumni_giving_rate,top25pct,usnews_score,usnews_academic_rep_old,sat_act_25_75,avg_sat_act,usnews_academic_rep_new,year,team,unitid,vseteamname,alumni_ops_academic,alumni_ops_faculty,alumni_ops_research,alumni_ops_libraries,alumni_ops_physical_plant,alumni_ops_student_aid,alumni_ops_athletics,alumni_ops_other,alumni_ops_total,alumni_donation_rate,alumni_ugrad_donation_rate,alumni_ops_donation_rate,alumni_solicit_rate,alumni_giving_as_share_of_total,alumni_of_record,alumni_donors,alumni_total_giving,ops_athletics_donors,ops_athletics_total_ath,capital_athletics_donors,capital_athletics_total,athletics_donors,athletics_total,corporations_total_giving,expenditures_per_student,foundations_total_giving,foundations_ops_athletics,foundations_ops_total,corporations_ops_athletics,corporations_ops_total,ops_athletics_total_grand,ops_total,total_giving_2004_onwards,total_giving_pre_2004,alumni_ops_pub_serv,corporations_total,foundations_total,appdate,applicants_male,applicants_female,admits_male,admits_female,enrolled_male,enrolled_female,satdate,satnum,satpct,actnum,actpct,satvr25,satvr75,satmt25,satmt75,actcm25,actcm75,acten25,acten75,actmt25,actmt75,name,city,state,fips,control,iclevel,black,asian,hispanic,vse_alum_giving_rate,first_time_students_missing,first_time_students_total,first_time_outofstate,first_time_instate
,Middle Tennessee St.,,,,,,,,,,,2002,143,220978,"Middle Tennessee State University (Murfreesboro, TN)",32711,6558,,25,64628,109255,224290,14891,588082,.062,,.059,.857,,63360,3899,745633,1337,512636,2,,,,1424331,8598,594013,2705,287513,152303,1230398,512636,2963755,,13880897,,,,Fall 2001,3212,3839,2459,3050,1404,1635,Fall 2001,423,13,2849,91,,,,,19,24,19,25,17,23,MIDDLE TENNESSEE STATE UNIVERSITY,MURFREESBORO,TN,Tennessee,Public,4 or more years (Baccalaureate or higher degree),11,2,2,.061537247,3200,3214,261,2953
Middle Tennessee State U.,Middle Tennessee St.,2004,75,12,6,,,,,,2.0999999,2003,143,220978,"Middle Tennessee State University (Murfreesboro, TN)",58928,7376,,35,2032,153368,279762,15485,566847,.033,,.03,.915,.1,65717,2156,698001,1622,583369,1,9231,1623,592600,1189327,8746,258703,30207,194503,132077,995074,597909,2178413,6980377,6980377,,,,Fall 2001,3395,3810,2488,2910,1399,1507,Fall 2001,415,14,2751,91,,,,,20,24,19,25,18,23,MIDDLE TENNESSEE STATE UNIVERSITY,MURFREESBORO,TN,Tennessee,Public,4 or more years (Baccalaureate or higher degree),,,,.032807339,3077,3089,221,2868
Middle Tennessee State U.,Middle Tennessee St.,2005,84,16,5,,,,,,2,2004,143,220978,"Middle Tennessee State University (Murfreesboro, TN)",118169,8245,,1599,10140,71986,235966,27356,509574,.045,.045,.042,.8490000000000001,.223,73411,3314,1465134,1525,523947,,,1525,523947,1975427,9694,2016784,25014,1924644,140938,1830230,536942,4932481,6564599,6564599,,,,Fall 2001,3504,3999,2402,2904,1489,1585,Fall 2001,407,13,2893,92,460,570,430,570,19,24,17,23,19,25,MIDDLE TENNESSEE STATE UNIVERSITY,MURFREESBORO,TN,Tennessee,Public,4 or more years (Baccalaureate or higher degree),,,,.045143098,3129,3143,204,2939
Middle Tennessee State U.,Middle Tennessee St.,2006,85,13,6,,,,,,2.0999999,2005,143,220978,"Middle Tennessee State University (Murfreesboro, TN)",104658,8320,,309,4355,41315,272269,54792,525250,.044,.044,.041,.9309999999999999,.342,75041,3315,1911665,1389,592584,,,1389,592584,1467343,11002,1397591,19130,1308681,143850,1345363,613897,3695452,5582064,5582064,,,,Fall 2001,3531,4152,2447,2983,1463,1667,Fall 2001,36,1,2951,92,490,600,510,600,20,24,20,26,18,24,Middle Tennessee State University,Murfreesboro,TN,Tennessee,Public,4 or more years (Baccalaureate or higher degree),,,,.044175852,3285,3285,,
,Middle Tennessee St.,,,,,,,,,,,2006,143,220978,"Middle Tennessee State University (Murfreesboro, TN)",209363,8505,,2305,200,53762,284975,78414,677005,.051,.05,.048,.904,.068,79046,4002,889675,1418,738727,1,11710,1419,750437,10449972,11968,499858,18332,315856,266502,10163662,761793,11876850,13058631,13058631,,,,Fall 2001,7016,8591,2547,2844,1553,1752,Fall 2001,394,12,3178,88,470,580,470,560,19,24,19,25,17,23,Middle Tennessee State University,Murfreesboro,TN,Tennessee,Public,4 or more years (Baccalaureate or higher degree),,,,.050628748,3418,3430,238,3192
,Middle Tennessee St.,,,,,,,,,,,2007,143,220978,"Middle Tennessee State University (Murfreesboro, TN)",95189,2671,10000,526,394778,77785,411318,55586,1209878,.051,,.048,.9790000000000001,.467,77192,3975,2893443,1908,1024908,1,1000,1909,1025908,1226361,13041,948210,21450,301785,274851,987127,1024908,3229914,6199264,6199264,,,,Fall 2001,6529,7653,2615,2944,1673,1836,Fall 2001,154,4,3328,96,450,580,450,560,19,24,19,24,17,23,Middle Tennessee State University,Murfreesboro,TN,Tennessee,Public,4 or more years (Baccalaureate or higher degree),,,,.051494975,3654,3664,235,3429
,Middle Tennessee St.,,,,,,,,,,,2008,143,220978,"Middle Tennessee State University (Murfreesboro, TN)",96826,7201,10150,2312,20918,91247,394937,175001,829227,.06,,.057,.992,.284,76984,4605,1426706,1688,1015359,1,8,1689,1015367,1831291,14099,461948,28350,333730,276075,1308780,1015359,3479338,5015705,5015705,,,,Fall 2001,4437,5146,2831,3371,1638,1747,Fall 2001,146,4,3223,93,450,580,450,580,19,24,19,25,17,23,Middle Tennessee State University,Murfreesboro,TN,Tennessee,Public,4 or more years (Baccalaureate or higher degree),,,,.059817623,3498,3518,222,3296
,Middle Tennessee St.,,,,,,,,,,,2009,143,220978,"Middle Tennessee State University (Murfreesboro, TN)",88941,1616,290,4365,17241,85544,517094,113101,872577,.059,,.055,.987,.307,89694,5275,1273076,1599,1148337,2,76000,1601,1224337,1532330,13942,203930,29045,90485,296841,983039,1148337,2777703,4149834,4170650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.058811069,,,,
U. of Minnesota at Twin Cities,Minnesota,1990,67,25,,,,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MINNESOTA TWIN CITIES,MINNEAPOLIS,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
Univrsity of Minnesota at Twin Cities,Minnesota,1991,70,27,,,,,900-1190,,,1990,140,174066,"University of Minnesota (Minneapolis, MN)",,,,,,,,,,,,,,,238197,35999,10256695,,,,,,,38139780,,20776165,,,,,,,,105298301,,38139780,20776165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.15113121,,,,
,Minnesota,,,,,,,,,,,1991,140,174066,"University of Minnesota (Minneapolis, MN)",,,,,,,,,,,,,.2804456118105244,,331230,36907,10227987,,,,,,,38654040,,23388328,,,,,,,,109131731,,38654040,23388328,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MINNESOTA TWIN CITIES,MINNEAPOLIS,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),,,,.11142409,,,,
U. of Minnesota at Twin Cities,Minnesota,1993,58,26,11,,,,920-1220,,,1992,140,174066,"University of Minnesota (Minneapolis, MN)",,,,,,,,,,,,,.4073132729878507,,320267,37297,8871916,,,,,,,38501694,,23730390,,,,,,,,127177219,,38501694,23730390,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MINNESOTA TWIN CITIES,MINNEAPOLIS,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),,,,.11645596,,2816,740,2076
University of Minnesota Twin Cities,Minnesota,1994,58,26,,,,26,,1060,,1993,140,174066,"University of Minnesota (Minneapolis, MN)",,,,,,,,,,,,,,,,38344,9115208,,,,,,,47355990,,28475399,,,,,,,,121809613,,47355990,28475399,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MINNESOTA TWIN CITIES,MINNEAPOLIS,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
U. of Minnesota- Twin Cities,Minnesota,1996,62,26,11,,,,21-27,,,1995,140,174066,"University of Minnesota (Minneapolis, MN)",,,,,,,,,,,,,.2437285007131471,,357570,32433,23526000,,,,,,,54027000,,19005000,,,,,,,,131639000,,54027000,19005000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MINNESOTA TWIN CITIES,MINNEAPOLIS,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),3,6,2,.09070392,,,,
U of Minnesota -Twin Cities,Minnesota,1997,55,28,9,,,,,,,1996,140,174066,"University of Minnesota (Minneapolis, MN)",,,,,,,,,,,,,.422576332652089,,390462,31168,20192000,,,,,,,55792000,,24647000,,,,,,,,140538000,,55792000,24647000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MINNESOTA TWIN CITIES,MINNEAPOLIS,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),3,7,2,.07982339,,3158,997,2161
Univ of Minnesota-Twin Cities,Minnesota,1998,80,27,9,,,,22-27,,3.9000001,1997,140,174066,"University of Minnesota (Minneapolis, MN)",,,,,,,,,,,,,.7992980387002349,,281497,38102,21010000,,,,,,,53666000,,26113000,,,,,,,,136002000,,53666000,26113000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MINNESOTA-TWIN CITIES,MINNEAPOLIS,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),3,7,2,.13535491,,,,
U of Minn-Twin Cities,Minnesota,1999,77,28,8,,,,,,3.8,1998,140,174066,"University of Minnesota (Minneapolis, MN)",,,,,,,,,,,,,.79822755770651,,318205,27974,31845000,,,,,,,49239000,,32687000,,,,,,,,153959000,,49239000,32687000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MINNESOTA-TWIN CITIES,MINNEAPOLIS,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),3,7,2,.087911882,,3614,1161,2453
Univ. of Minnesota-Twin Cities,Minnesota,2000,73,29,9,,,,22-27,,,1999,140,174066,"University of Minnesota (Minneapolis, MN)",7335760,66747,865604,0,0,602163,,0,9599920,,,,,,,40225,40925300,334,733144,4991,,5325,,55134100,30556,23240000,0,16945600,0,42387600,,92140400,,161966000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U. of Minnesota-Twin Cities,Minnesota,2001,75,30,9,,,,,,3.8,2000,140,174066,"University of Minnesota (Minneapolis, MN)",5075330,46043,912989,0,0,587238,,0,6788040,.11,,.061,.727,,317951,34980,37771100,3633,1304290,290,,3923,,62162800,28314,43751000,0,24162600,0,42773500,2077,97398100,,193950000,0,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MINNESOTA-TWIN CITIES,MINNEAPOLIS,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),3,7,2,.11001695,17,4957,1542,3398
U. of Minnesota-Twin Cities,Minnesota,2002,76,29,11,,,,,,3.9000001,2001,140,174066,"University of Minnesota (Minneapolis, MN)",2472894,26605,172453,58755,547992,478972,85249,0,4213637,.11,,.107,.638,,319037,34971,23382058,,1061552,,,,,67865477,29098,59413372,294215,34375481,551778,46103120,1061552,127010429,,228926489,2885,,,Fall 2001,7461,7975,5477,6196,2580,2679,Fall 2001,,,5094,95,,,,,22,28,20,27,21,28,UNIVERSITY OF MINNESOTA-TWIN CITIES,MINNEAPOLIS,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),3,7,2,.10961425,,,,
U. of Minnesota- Twin Cities,Minnesota,2003,74,30,11,,52,,,,3.8,2002,140,174066,"University of Minnesota (Minneapolis, MN)",2993356,31268,196063,71810,0,730077,480428,20688,4865636,.118,,.118,.917,,315058,37322,25095978,,3024402,,,,,65575224,28290,52533627,598063,40827727,1107131,50912255,3024402,157161704,,233338357,5500,,,Fall 2001,7038,7686,5069,5898,2398,2762,Fall 2001,1015,19,4922,94,,,,,22,28,21,28,21,28,UNIVERSITY OF MINNESOTA-TWIN CITIES,MINNEAPOLIS,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),4,7,2,.11846073,5142,5188,1747,3439
U. of Minnesota-Twin Cities,Minnesota,2004,76,33,11,,51,,,,3.8,2003,140,174066,"University of Minnesota (Minneapolis, MN)",3499832,17678,208714,53791,0,1091853,867283,55245,6189301,.124,,.075,1,.109,325372,40260,26177529,,3620974,,1156255,,4777229,75154044,28553,64378996,208814,52244557,1360505,59505080,3620974,162795828,239404489,244851272,7000,,,Fall 2001,7965,9215,5811,7248,2340,2820,Fall 2001,,,4920,94,,,,,22,28,21,28,22,28,UNIVERSITY OF MINNESOTA-TWIN CITIES,MINNEAPOLIS,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),,,,.12373529,,,,
U. of Minnesota-Twin Cities,Minnesota,2005,74,31,11,,49,,,,3.7,2004,140,174066,"University of Minnesota (Minneapolis, MN)",3849920,73298,283970,134717,0,788582,586432,15696,6064050,.097,,.056,.802,.147,439502,42688,36056375,,3373974,,1205192,,4579166,73925933,30325,53806543,946194,44104141,998313,57729056,3373974,162338694,245682841,249782330,0,,,Fall 2001,8442,10095,6041,7666,2481,3081,Fall 2001,999,17,5337,95,540,660,560,680,23,28,21,28,22,28,UNIVERSITY OF MINNESOTA-TWIN CITIES,MINNEAPOLIS,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),,,,.097128116,5550,5588,1909,3679
Univ. of Minnesota--Twin Cities,Minnesota,2006,,,,,51,,,,3.8,2005,140,174066,"University of Minnesota (Minneapolis, MN)",3888449,31379,241185,127739,150,781272,612887,13281,6001360,.115,,.059,.865,.088,444707,51145,23408975,,2450590,,1119236,,3569826,70417114,31123,53828730,71205,44414998,1074768,61330494,2450590,174519069,265498507,272419926,0,,,Fall 2001,9548,10912,6360,7899,2415,2851,Fall 2001,1027,19,5005,94,540,660,570,690,23,28,21,28,22,28,University of Minnesota-Twin Cities,Minneapolis,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),,,,.11500831,5305,5305,,
University of Minnesota--Twin Cities*,Minnesota,2007,57,39,15,,47,,,,3.7,2006,140,174066,"University of Minnesota (Minneapolis, MN)",3245266,26867,304076,156859,0,684631,576675,11175,5630549,.104,,.053,.84,.134,463693,48378,35732138,,,,,,,74785816,33326,57405213,161456,46462905,1168172,62084061,2833966,175019732,266991894,269600597,15000,,,Fall 2001,11276,13387,6189,7976,2453,2971,Fall 2001,942,17,5216,96,540,670,580,690,23,28,21,28,23,28,University of Minnesota-Twin Cities,Minneapolis,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),,,,.10433196,5369,5439,1896,3543
U. of Minnesota--Twin Cities*,Minnesota,2008,57,44,15,,49,,,,3.5999999,2007,140,174066,"University of Minnesota (Minneapolis, MN)",3093463,52563,283893,106921,0,729187,681861,151461,5467295,.106,,.059,.863,.122,467907,49554,35263550,,,,,,,49006244,35358,84428984,42300,48045679,1185878,31824509,2989142,151862938,288750059,293557696,600,,,Fall 2001,11782,14314,6377,8446,2334,2932,Fall 2001,957,18,4976,94,540,680,580,700,24,29,22,29,23,29,University of Minnesota-Twin Cities,Minneapolis,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),,,,.10590566,5126,5280,1757,3503
U. of Minnesota--Twin Cities*,Minnesota,2009,53,45,15,,50,,,,3.5999999,2008,140,174066,"University of Minnesota (Minneapolis, MN)",3758055,67103,210202,81415,0,1239553,794876,,6597363,.102,,.057,.8759999999999999,.113,477553,48852,34802615,,,,,,,66386909,38222,76789691,92466,61087503,1233168,31443045,3075593,162974530,307609387,310500313,175,,,Fall 2001,13281,15892,6734,8590,2280,2813,Fall 2001,874,17,4710,92,530,670,580,710,24,29,22,29,24,29,University of Minnesota-Twin Cities,Minneapolis,MN,Minnesota,Public,4 or more years (Baccalaureate or higher degree),,,,.1022965,4884,5106,2037,3069
,Minnesota,,,,,,,,,,,2009,140,174066,"University of Minnesota (Minneapolis, MN)",5722397,15063,524066,71716,15675,951029,1687443,1426213,10591785,.093,,.054,.8420000000000001,.141,497969,46406,38378847,,,,,,,67785579,40600,65474849,220563,55135375,1453050,50106172,4883727,188863965,272353115,275518020,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.093190543,,,,
U. of Mississippi,Mississippi,1990,88,20,,,,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MISSISSIPPI MAIN CAMPUS,UNIVERSITY,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
U. of Mississippi,Mississippi,1991,87,25,,,,,21-25,,,1990,77,176017,"University of Mississippi (University, MS)",,,,,,,,,,,,,.7792207792207793,,77000,7774,3928802,,,,,,,3259849,,3156859,,,,,,,,15443672,,3259849,3156859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.10096104,,,,
,Mississippi,,,,,,,,,,,1991,77,176017,"University of Mississippi (University, MS)",,,,,,,,,,,,,.9923076923076923,,65000,7696,3719761,,,,,,,2163184,,3404778,,,,,,,,10715868,,2163184,3404778,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MISSISSIPPI MAIN CAMPUS,UNIVERSITY,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),,,,.1184,,,,
U. of Mississippi,Mississippi,1993,86,19,12,,,,19-25,,,1992,77,176017,"University of Mississippi (University, MS)",,,,,,,,,,,,,.9846153846153847,,65000,7725,4062311,,,,,,,2133080,,4229036,,,,,,,,12530452,,2133080,4229036,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MISSISSIPPI MAIN CAMPUS,UNIVERSITY,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),,,,.11884616,,1645,901,744
University of Mississippi,Mississippi,1994,88,26,14,,,136,,23,,1993,77,176017,"University of Mississippi (University, MS)",,,,,,,,,,,,,.9393939393939394,,66000,6300,4813301,,,,,,,2252228,,4523606,,,,,,,,14113124,,2252228,4523606,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MISSISSIPPI MAIN CAMPUS,UNIVERSITY,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),,,,.095454544,,,,
U. of Mississippi,Mississippi,1996,87,34,12,,,,20-25,,,1995,77,176017,"University of Mississippi (University, MS)",,,,,,,,,,,,,1,,64500,12212,7961000,,,,,,,2870000,,3790000,,,,,,,,17800000,,2870000,3790000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MISSISSIPPI MAIN CAMPUS,UNIVERSITY,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),9,1,1,.18933333,,,,
Univ of Mississippi,Mississippi,1997,78,35,12,,,,,,,1996,77,176017,"University of Mississippi (University, MS)",,,,,,,,,,,,,,,67700,11584,14649000,,,,,,,2677000,,3905000,,,,,,,,25342000,,2677000,3905000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MISSISSIPPI MAIN CAMPUS,UNIVERSITY,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),10,1,1,.17110783,,1772,819,953
Univ of Mississippi,Mississippi,1998,78,37,13,,,,20-27,,2.7,1997,77,176017,"University of Mississippi (University, MS)",,,,,,,,,,,,,1,,69922,13469,10227000,,,,,,,3512000,,21499000,,,,,,,,39988000,,3512000,21499000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MISSISSIPPI MAIN CAMPUS,UNIVERSITY,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),11,1,1,.19262893,,,,
University of Mississippi,Mississippi,1999,78,37,13,,,,,,2.5999999,1998,77,176017,"University of Mississippi (University, MS)",,,,,,,,,,,,,1,,68000,13764,10322000,,,,,,,2718000,,6901000,,,,,,,,24874000,,2718000,6901000,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MISSISSIPPI MAIN CAMPUS,UNIVERSITY,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),12,1,1,.20241177,,1809,824,985
University of Mississippi,Mississippi,2000,72,38,13,,,,23,,,1999,77,176017,"University of Mississippi (University, MS)",,,,,,,,,10521100,.155,,.119,1,,71000,11023,15013900,,,,,,,6397970,25369,7024830,,6426540,,4425100,,25359800,,34799300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.15525351,,,,
U. of Mississippi,Mississippi,2001,82,37,14,,,,,,2.7,2000,77,176017,"University of Mississippi (University, MS)",,,,,,,,,14508500,.135,,.122,1,,78600,10632,18733400,,,,,,,9125210,28979,10227700,,8307980,,5520520,,49423700,,94973200,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MISSISSIPPI MAIN CAMPUS,UNIVERSITY,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),12,1,1,.13526717,0,2001,931,1070
U. of Mississippi,Mississippi,2002,70,36,15,,,,,,2.7,2001,77,176017,"University of Mississippi (University, MS)",,,42404,,,,,15228023,16290140,,,,,,,,,6619,14699779,70,,,,4796097,30473,18567513,1163085,12855870,,3052253,1163085,47113583,,62626136,,,,Fall 2001,3266,3910,2264,2737,1017,1114,Fall 2001,,,1762,82,,,,,20,26,20,27,18,25,UNIVERSITY OF MISSISSIPPI MAIN CAMPUS,UNIVERSITY,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),13,1,0,,,2152,983,1169
U. of Mississippi,Mississippi,2003,67,35,15,,,,,,2.7,2002,77,176017,"University of Mississippi (University, MS)",1485271,861750,276583,132354,543035,337949,8283623,1052196,13086001,.133,,.133,.975,,84168,11223,17368876,,,,,,,3015431,30847,10373364,50550,9465241,503589,2309684,11630850,36775628,,111311035,5485,,,Fall 2001,3465,4138,2360,2754,1081,1151,Fall 2001,,,1798,80,,,,,20,26,20,27,18,25,UNIVERSITY OF MISSISSIPPI MAIN CAMPUS,UNIVERSITY,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),13,1,1,.13334046,2252,2257,1022,1235
U. of Mississippi,Mississippi,2004,80,35,16,,,,,,2.8,2003,77,176017,"University of Mississippi (University, MS)",2840771,736550,417864,36222,817641,134137,8448881,218824,13740427,.121,.121,.139,.75,.308,95504,11560,16009868,8982,11217698,233,69112,9215,11286810,3663167,34411,14871191,59597,13880314,839438,2521418,11247856,44589513,52021376,52021486,1060,,,Fall 2000,3465,4138,2360,2754,1081,1151,Fall 2000,,,1798,80,,,,,20,26,20,27,18,25,UNIVERSITY OF MISSISSIPPI MAIN CAMPUS,UNIVERSITY,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),,,,.12104205,,,,
U. of Mississippi,Mississippi,2005,80,35,17,,,,,,2.7,2004,77,176017,"University of Mississippi (University, MS)",2574631,912330,58546,39651,405028,191879,8922258,589210,13735470,.101,.11,.099,.75,.3779999999999999,98880,10023,18406501,,,,,,,4536792,32537,16685944,358436,15714368,1298621,3138491,12718764,38788902,48719024,48839170,650,,,Fall 2000,2923,3567,2352,2899,1085,1297,Fall 2000,,,1801,74,,,,,20,26,20,28,18,25,UNIVERSITY OF MISSISSIPPI MAIN CAMPUS,UNIVERSITY,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),,,,.10136529,2276,2276,1092,1184
U. of Mississippi,Mississippi,2006,73,,16,,,,,,2.7,2005,77,176017,"University of Mississippi (University, MS)",3793092,542729,222219,23325,755876,212890,7039898,198732,12935532,.093,.098,.09,.759,.304,104397,9753,15841010,,,,,,,2901089,32670,17287263,103400,16611435,1386808,2453986,8787641,39920056,52068807,52369157,520,,,Fall 2000,3095,3567,2470,2940,1062,1179,Fall 2000,485,21,1771,78,480,590,490,590,20,26,20,28,18,25,University of Mississippi Main Campus,University,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),,,,.093422227,2192,2192,,
U. of Mississippi,Mississippi,2007,84,,15,,,,,,2.7,2006,77,176017,"University of Mississippi (University, MS)",3478974,618684,349744,14619,1992230,260331,6400188,415587,13669157,.09,.09,.086,.75,.292,98359,8815,16155473,,,,,,,6127390,34523,13168687,264213,10708608,1838498,4736366,11012856,45234742,55384809,55384809,,,,Fall 2000,2995,3768,2183,2759,994,,Fall 2000,428,20,1738,79,480,580,490,600,20,26,20,28,18,25,University of Mississippi Main Campus,University,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),,,,.089620672,2557,2570,1186,1384
U. of Mississippi,Mississippi,2008,83,,14,,,,,,2.5999999,2007,77,176017,"University of Mississippi (University, MS)",4355809,277908,161643,24050,2851516,248216,7363594,687450,16046070,.091,.091,.089,.75,.331,105218,9573,18460308,,,,,,,5776278,36730,15515689,293230,14320707,1634877,4487775,12029489,45446848,55792411,56096595,,,,Fall 2000,3491,4407,2876,3763,1207,1320,Fall 2000,334,13,2202,86,460,560,460,570,20,26,20,27,18,25,University of Mississippi Main Campus,University,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),,,,.090982534,2443,2473,1186,1287
,Mississippi,,,,,,,,,,,2008,77,176017,"University of Mississippi (University, MS)",3101927,632742,114272,48764,1234534,304039,7631089,,13716828,.085,.085,.082,.75,.371,108196,9143,24451803,,,,,,,5229055,38133,16345412,216039,14604444,1752345,4805115,13448526,47229192,65919365,66987383,,,,Fall 2000,3552,4394,2937,3693,1144,1293,Fall 2000,333,14,2113,85,450,560,460,570,20,26,20,27,18,25,University of Mississippi Main Campus,University,MS,Mississippi,Public,4 or more years (Baccalaureate or higher degree),,,,.084504046,2362,2377,1170,1207
